private_domain,failure_reason,reach,visits,in_visits_stratum,in_uniform_stratum,is_ddg_tracker,ddg_categories,ddg_owner,ha22_measured,wb_2022_capture,wb_snapshot_ts,wb_html_cached,dns_resolves,probe_status,http_status,final_url,page_title,probe_error,bl_scan_success,bl_final_url,bl_ddg_join_ads,bl_third_party_cookies,bl_canvas_fingerprinting,bl_session_recording,bl_key_logging,bl_fb_pixel,bl_google_analytics,wb_title
tkconstructors.com,empty_groups,1,11,False,True,False,,,False,False,,False,True,live,200.0,https://tkconstructors.com/,TK Constructors,,True,https://tkconstructors.com/,13.0,12.0,0.0,0.0,0.0,1.0,1.0,
booksrelease.com,empty_groups,2,10,False,True,False,,,True,False,,False,True,dead,,,,http: ReadTimeout,False,,,,,,,,,
findfocusgroups.com,empty_groups,2,9,False,True,False,,,True,False,,False,True,live,200.0,https://www.findfocusgroups.com/,Paid Focus Groups Near You & Online | FindFocusGroups.com,,True,https://www.findfocusgroups.com/,2.0,1.0,0.0,0.0,0.0,0.0,0.0,
hitpredictor.com,empty_groups,1,8,False,True,False,,,False,False,,False,True,dead,,,,http: ConnectTimeout,False,,,,,,,,,
mobiletime.net,api_network_error,1,8,False,True,False,,,False,False,,False,False,dead,,,,"dns: [Errno 8] nodename nor servname provided, or not known",False,,,,,,,,,
nm.com,empty_groups,1,8,False,True,False,,,False,False,,False,True,redirect,200.0,https://www.northwesternmutual.com,,,True,https://www.northwesternmutual.com/,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
opendoorsusa.org,empty_groups,1,8,False,True,False,,,False,False,,False,True,redirect,200.0,https://www.opendoorsus.org/en-US/,Open Doors US · Serving Persecuted Christians Worldwide,,True,https://www.opendoorsus.org/en-US/,8.0,17.0,0.0,0.0,0.0,1.0,1.0,
pressidium.com,empty_groups,1,8,False,True,True,,TechIO Ltd,False,False,,False,True,live,200.0,https://pressidium.com/,Pressidium® EDGE | Next-Gen Managed WordPress Hosting,,False,,,,,,,,,
codementor.io,empty_groups,1,6,False,True,False,,,False,False,,False,True,live,200.0,https://www.codementor.io/,"Codementor | Get live 1:1 coding help, hire a developer, & more",,True,https://www.codementor.io/,1.0,0.0,1.0,0.0,0.0,0.0,0.0,
froghollow.com,empty_groups,1,6,False,True,False,,,False,False,,False,True,http_error,409.0,http://froghollow.com/,DNS resolution error | froghollow.com | Cloudflare,https: SSLError,True,https://froghollow.com/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
il.gov,empty_groups,2,6,False,True,False,,,True,False,,False,True,http_error,401.0,http://il.gov/,401 - Unauthorized: Access is denied due to invalid credentials.,https: ConnectionError,False,,,,,,,,,
contactscart.com,empty_groups,2,5,False,True,False,,,True,False,,False,True,live,200.0,https://www.contactscart.com/,ContactsCart | Your Favorite Contact Lenses at Amazingly Low Prices,,True,https://www.contactscart.com/,9.0,8.0,1.0,1.0,0.0,1.0,1.0,
massagetherapy.com,api_network_error,2,5,False,True,False,,,True,False,,False,True,live,200.0,https://www.massagetherapy.com/,Massage Therapy Information | Powered by Associated Bodywork & Massage Professionals,,True,https://www.massagetherapy.com/,3.0,8.0,0.0,0.0,0.0,0.0,0.0,
rpggeek.com,empty_groups,1,5,False,True,False,,,False,False,,False,True,live,200.0,https://rpggeek.com/,RPGGeek,,True,https://rpggeek.com/,5.0,1.0,0.0,0.0,0.0,0.0,1.0,
sweepswinner.com,empty_groups,3,5,False,True,False,,,True,False,,False,False,dead,,,,"dns: [Errno 8] nodename nor servname provided, or not known",False,,,,,,,,,
allthingsstone.com,empty_groups,1,4,False,True,False,,,False,False,,False,True,live,200.0,https://www.allthingsstone.com/,CSI - All Things Stone | Your Home for All Things Stone & More!,,True,https://www.allthingsstone.com/,5.0,7.0,0.0,0.0,0.0,0.0,0.0,
developmentencyclopaedia.com,empty_groups,1,4,False,True,False,,,False,False,,False,False,dead,,,,"dns: [Errno 8] nodename nor servname provided, or not known",False,,,,,,,,,
greatparks.org,empty_groups,1,4,False,True,False,,,False,False,,False,True,live,200.0,https://www.greatparks.org/,Great Parks,,True,https://www.greatparks.org/,10.0,18.0,0.0,0.0,0.0,1.0,1.0,
insboys.com,empty_groups,1,4,False,True,False,,,False,False,,False,True,live,200.0,http://insboys.com/,人生就是搏·(中国)集团,https: ConnectionError,False,,,,,,,,,
justcreative.com,empty_groups,2,4,False,True,False,,,True,False,,False,True,live,200.0,https://justcreative.com/,Brand Designer & Strategist - Branding Agency JUST™ Creative,,True,https://justcreative.com/,7.0,1.0,0.0,1.0,0.0,0.0,1.0,
linkcdn.to,empty_groups,1,4,False,True,False,,,False,False,,False,False,dead,,,,"dns: [Errno 8] nodename nor servname provided, or not known",False,,,,,,,,,
outlawkitchens.com,empty_groups,1,4,False,True,False,,,False,False,,False,True,live,200.0,https://www.outlawkitchens.com/,,,True,https://www.outlawkitchens.com/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
researchamericainc.com,empty_groups,1,4,False,True,False,,,False,False,,False,True,live,200.0,https://researchamericainc.com/,Market Research Company | Consumer Insights | Research America,,True,https://researchamericainc.com/,1.0,6.0,0.0,0.0,0.0,0.0,0.0,
thisdayinaviation.com,empty_groups,2,4,False,True,False,,,True,False,,False,True,live,200.0,https://www.thisdayinaviation.com//,This Day in Aviation | Important Dates in Aviation History,,True,https://www.thisdayinaviation.com//,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
antitpd.com,empty_groups,1,3,False,True,False,,,False,False,,False,True,http_error,404.0,https://antitpd.com/,,,True,https://antitpd.com/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
equityapartments.com,empty_groups,1,3,False,True,False,,,False,False,,False,True,live,200.0,https://equityapartments.com/,Home | EquityApartments.com,,True,https://equityapartments.com/,4.0,1.0,0.0,0.0,0.0,0.0,1.0,
fybelle.com,empty_groups,1,3,False,True,False,,,False,False,,False,True,live,200.0,https://fybelle.com/,,,True,https://fybelle.com/cgi-sys/defaultwebpage.cgi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
gotodobbs.com,empty_groups,1,3,False,True,False,,,False,False,,False,True,live,200.0,https://www.gotodobbs.com/,Dobbs Tire & Auto Centers - Car Repair and Auto Shop,,True,https://www.gotodobbs.com/,9.0,5.0,0.0,1.0,0.0,1.0,1.0,
macaronigrill.com,empty_groups,1,3,False,True,False,,,False,False,,False,True,live,200.0,https://www.macaronigrill.com/,Romano's Macaroni Grill Italian Restaurant,,True,https://www.macaronigrill.com/,12.0,16.0,0.0,0.0,0.0,1.0,1.0,
nordicneedle.net,empty_groups,1,3,False,True,False,,,False,False,,False,True,live,200.0,https://nordicneedle.net/,PGBET : Nyalakan Rentetan Kemenangan Dengan Bet Pemicu Jackpot Gacor,,True,https://nordicneedle.net/,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
pomopizzeria.com,empty_groups,1,3,False,True,False,,,False,False,,False,True,live,200.0,https://pomopizzeria.com/,POMO Pizzeria: Authentic Italian Pizza Experience in Arizona,,False,,,,,,,,,
pridewaves.com,empty_groups,1,3,False,True,False,,,False,False,,False,False,dead,,,,"dns: [Errno 8] nodename nor servname provided, or not known",False,,,,,,,,,
riverfoodpantry.org,empty_groups,1,3,False,True,False,,,False,False,,False,True,live,200.0,https://www.riverfoodpantry.org/,"The River Food Pantry – Dane County, WI",,True,https://www.riverfoodpantry.org/,6.0,0.0,0.0,0.0,0.0,1.0,1.0,
spreadthefaithstore.com,empty_groups,1,3,False,True,False,,,False,False,,False,False,dead,,,,"dns: [Errno 8] nodename nor servname provided, or not known",False,,,,,,,,,
surgentcpe.com,empty_groups,1,3,False,True,False,,,False,False,,False,True,live,200.0,https://www.surgentcpe.com/,CPE Courses for CPAs & Tax Professionals | Surgent CPE,,True,https://www.surgentcpe.com/,13.0,22.0,0.0,1.0,1.0,0.0,1.0,
transfermarkt.com,empty_groups,1,3,False,True,False,,,False,False,,False,True,live,200.0,https://www.transfermarkt.com/,"Football transfers, rumours, market values and news | Transfermarkt",,True,https://www.transfermarkt.com/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
camscape.com,empty_groups,1,2,False,True,False,,,False,False,,False,True,live,200.0,https://www.camscape.com/,Live Webcams on Camscape – Free Streaming Cams Worldwide,,True,https://www.camscape.com/,20.0,17.0,0.0,0.0,0.0,0.0,1.0,
cartermario.com,empty_groups,1,2,False,True,False,,,False,False,,False,True,live,200.0,https://www.cartermario.com/,CT Car Accident & Injury Lawyers | 30+ Years Experience,,True,https://www.cartermario.com/,4.0,1.0,0.0,0.0,0.0,1.0,1.0,
dakine.com,api_network_error,1,2,False,True,False,,,False,False,,False,True,live,200.0,https://www.dakine.com/,"Dakine | Backpacks, Luggage, Surf, Snow, & Bike Gear Since 1979",,False,,,,,,,,,
digitach.net,empty_groups,1,2,False,True,False,,,False,False,,False,True,live,200.0,https://digitach.net/,球队海报 - 2026 赛季赛事数据与前瞻,,True,https://digitach.net/,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
entitlementopposition.com,empty_groups,1,2,False,True,False,,,False,False,,False,False,dead,,,,"dns: [Errno 8] nodename nor servname provided, or not known",False,,,,,,,,,
flxfy-host01.com,empty_groups,1,2,False,True,False,,,False,False,,False,True,network_filtered,200.0,http://wired.meraki.com/,Cisco Meraki,https: ConnectionError,True,https://flxfy-host01.com/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
fontsgeek.com,empty_groups,1,2,False,True,False,,,False,False,,False,True,live,200.0,https://fontsgeek.com/,Fontsgeek : Download Thousands Of Cool Free Fonts For Windows And Mac.,,False,,,,,,,,,
foreverstampshop.com,empty_groups,1,2,False,True,False,,,False,False,,False,True,live,200.0,https://foreverstampshop.com/,USPSFASTSTAMPS,,True,https://foreverstampshop.com/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ganbino.com,empty_groups,1,2,False,True,False,,,False,False,,False,True,live,200.0,https://ganbino.com/,Loading...,,True,http://ww547.ganbino.com/,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
hellotds.com,empty_groups,1,2,False,True,False,,,False,False,,False,True,live,200.0,https://hellotds.com/,"Home and Business Internet, TV and Phone Service | Up to 2Gig - TDS",,True,https://hellotds.com/,9.0,6.0,0.0,0.0,0.0,1.0,1.0,
highvoltagedetox.com,empty_groups,1,2,False,True,False,,,False,False,,False,True,live,200.0,https://www.highvoltagedetox.com/,"High Voltage Detox Home - Offering Fast, Safe, Effective Detox Products",,True,https://www.highvoltagedetox.com/,5.0,6.0,1.0,0.0,1.0,0.0,0.0,
hpinstantink.com,empty_groups,1,2,False,True,False,,,False,False,,False,True,redirect,200.0,https://instantink.hpconnected.com/us/en/l/v2?jumpid=va_65bsqvipye,,,True,https://instantink.hpconnected.com/us/en/l/v2?jumpid=va_65bsqvipye,1.0,1.0,1.0,0.0,0.0,0.0,0.0,
intuit.me,empty_groups,1,2,False,True,False,,,False,False,,False,True,redirect,200.0,https://bitly.com/pages/landing/branded-short-domains-powered-by-bitly?bsd=intuit.me,Custom Domain by Bitly,,True,https://bitly.com/pages/landing/branded-short-domains-powered-by-bitly?bsd=intuit.me,3.0,1.0,0.0,0.0,0.0,0.0,0.0,
legionfarm.com,empty_groups,1,2,False,True,False,,,False,False,,False,True,redirect,200.0,https://lfcarry.com/,"LFCarry | Pro Boosts & Carries — Destiny 2, WoW Midnight, COD & More",,True,https://lfcarry.com/,7.0,2.0,1.0,0.0,0.0,1.0,1.0,
lendtra.com,empty_groups,1,2,False,True,False,,,False,False,,False,True,redirect,200.0,https://domains.atom.com/lpd/name/lendtra.com,Lendtra.com — Premium Domain For Sale | Atom,,True,https://domains.atom.com/lpd/name/lendtra.com,12.0,30.0,0.0,0.0,0.0,0.0,1.0,
mountzionfinancing.com,empty_groups,1,2,False,True,False,,,False,False,,False,False,dead,,,,"dns: [Errno 8] nodename nor servname provided, or not known",False,,,,,,,,,
mycreditcard.mobi,empty_groups,1,2,False,True,False,,,False,False,,False,False,dead,,,,"dns: [Errno 8] nodename nor servname provided, or not known",False,,,,,,,,,
mytupperware.com,empty_groups,1,2,False,True,False,,,False,False,,False,True,dead,,,,http: ConnectionError,False,,,,,,,,,
numberle.org,empty_groups,1,2,False,True,False,,,False,False,,False,True,live,200.0,https://numberle.org/,Numberle - Daily Math Game & Number Puzzles,,True,https://numberle.org/,44.0,27.0,1.0,0.0,0.0,0.0,1.0,
outdoorelement.com,empty_groups,1,2,False,True,False,,,False,False,,False,True,live,200.0,https://outdoorelement.com/,OUTDOOR ELEMENT | Outdoor Adventure & Survival Gear – Outdoor Element,,True,https://outdoorelement.com/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
poprtb.com,empty_groups,1,2,False,True,True,,,False,False,,False,True,live,200.0,https://www.poprtb.com/,PopRTB - Redefining online advertising,,False,,,,,,,,,
pyyodebts.com,empty_groups,1,2,False,True,False,,,False,False,,False,False,dead,,,,"dns: [Errno 8] nodename nor servname provided, or not known",False,,,,,,,,,
seedsman.com,empty_groups,1,2,False,True,False,,,False,False,,False,True,live,200.0,https://www.seedsman.com/us-en/,Seedsman Cannabis Seeds | Buy Online with Delivery Across the USA,,True,https://www.seedsman.com/us-en/,4.0,7.0,0.0,1.0,0.0,0.0,1.0,
sendmesamples.com,empty_groups,1,2,False,True,False,,,False,False,,False,False,dead,,,,"dns: [Errno 8] nodename nor servname provided, or not known",False,,,,,,,,,
starmotorcars.com,empty_groups,1,2,False,True,False,,,False,False,,False,True,dead,,,,http: ConnectTimeout,False,,,,,,,,,
townhallburgerandbeer.com,empty_groups,1,2,False,True,False,,,False,False,,False,True,dead,,,,http: ConnectTimeout,False,,,,,,,,,
treatstream.com,empty_groups,1,2,False,True,False,,,False,False,,False,True,live,200.0,https://treatstream.com/,TreatStream,,True,https://treatstream.com/,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
vertiv.com,empty_groups,1,2,False,True,False,,,False,False,,False,True,live,200.0,https://www.vertiv.com/en-us/,Vertiv | A global leader in critical digital infrastructure,,True,https://www.vertiv.com/en-us/,9.0,16.0,0.0,0.0,0.0,0.0,0.0,
videochums.com,empty_groups,1,2,False,True,False,,,False,False,,False,True,live,200.0,https://videochums.com/,Video Chums · Hang out and play games,,True,https://videochums.com/,23.0,45.0,0.0,0.0,0.0,0.0,0.0,
yrrut.com,empty_groups,1,2,False,True,False,,,False,False,,False,False,dead,,,,"dns: [Errno 8] nodename nor servname provided, or not known",False,,,,,,,,,
zeteo316.com,empty_groups,1,2,False,True,False,,,False,False,,False,True,live,200.0,https://zeteo316.com/,Zeteo 3:16 - Serve-Inform-Support,,True,https://zeteo316.com/,4.0,1.0,0.0,0.0,0.0,0.0,0.0,
billybeezus.co,empty_groups,1,1,False,True,False,,,False,False,,False,False,dead,,,,"dns: [Errno 8] nodename nor servname provided, or not known",False,,,,,,,,,
howoldamicalc.com,empty_groups,1,1,False,True,False,,,False,False,,False,True,dead,,,,http: ReadTimeout,True,https://howoldamicalc.com/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
letstravelfamily.com,empty_groups,1,1,False,True,False,,,False,False,,False,True,live,200.0,https://www.letstravelfamily.com/,Family Travel Blog - Let's Travel Family,,True,https://www.letstravelfamily.com/,39.0,66.0,0.0,0.0,0.0,0.0,0.0,
officesepot.co,empty_groups,1,1,False,True,False,,,False,False,,False,False,dead,,,,"dns: [Errno 8] nodename nor servname provided, or not known",False,,,,,,,,,
posnet.us,empty_groups,1,1,False,True,False,,,False,False,,False,True,live,200.0,https://posnet.us/,Posnet - Home,,True,https://posnet.us/,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
protonpuredirect.com,empty_groups,1,1,False,True,False,,,False,False,,False,False,dead,,,,"dns: [Errno 8] nodename nor servname provided, or not known",False,,,,,,,,,
